@relation ClassifierData

@attribute Term_frequency numeric
@attribute IDF numeric
@attribute TFxIDF numeric
@attribute First_occurrence numeric
@attribute Last_occurrence numeric
@attribute Spread numeric
@attribute Domain_keyphraseness numeric
@attribute Length numeric
@attribute Generality numeric
@attribute Node_degree numeric
@attribute Semantic_relatedness numeric
@attribute Wikipedia_keyphraseness numeric
@attribute Inverse_Wikip_frequency numeric
@attribute Total_Wikip_keyphraseness numeric
@attribute Keyphrase? {False,True}

@data
0.000151,1.609438,0.000243,0.248389,0.382041,0.133652,0,4,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.028892,0.636042,0.60715,0,1,0,0,0,0,0,0,False
0.000377,0.916291,0.000346,0.289961,0.318645,0.028684,0,1,0,0,0,0,0,0,False
0.000302,0.916291,0.000277,0.56745,0.884432,0.316982,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.415922,0.533361,0.117439,0,5,0,0,0,0,0,0,False
0.000302,0.916291,0.000277,0.102889,0.974641,0.871752,0,2,0,0,0,0,0,0,False
0.000151,0.223144,0.000034,0.36271,0.439825,0.077115,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.397423,0.892746,0.495323,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.621908,0.969653,0.347745,0,2,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.098316,0.804822,0.706506,0,3,0,0,0,0,0,0,False
0.000453,0.510826,0.000231,0.044689,0.573477,0.528788,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.326751,0.646851,0.3201,0,3,0,0,0,0,0,0,False
0.000453,1.609438,0.000729,0.404074,0.928289,0.524215,0,1,0,0,0,0,0,0,False
0.000377,1.609438,0.000607,0.027853,0.715028,0.687175,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.104344,0.170858,0.066514,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.138017,0.3016,0.163583,0,3,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.137601,0.301185,0.163583,0,5,0,0,0,0,0,0,False
0.000151,0.510826,0.000077,0.128871,0.517356,0.388485,0,1,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.456454,0.801912,0.345458,0,1,0,0,0,0,0,0,False
0.000453,0.223144,0.000101,0.246934,0.931823,0.684889,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.41613,0.542091,0.125961,0,3,0,0,0,0,0,0,False
0.000226,0.223144,0.000051,0.387238,0.590522,0.203284,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.002286,0.838703,0.836417,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.420495,0.550405,0.129911,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.588443,0.619622,0.031179,0,5,0,0,0,0,0,0,False
0.000377,1.609438,0.000607,0.111411,0.250052,0.138641,0,2,0,0,0,0,0,0,False
0.000226,0.223144,0.000051,0.440033,0.749948,0.309915,0,1,0,0,0,0,0,0,False
0.000604,0.223144,0.000135,0.049054,0.744959,0.695905,1,1,0,0,0,0,0,0,False
0.000226,0.916291,0.000207,0.044066,0.221576,0.17751,0,1,0,0,0,0,0,0,False
0.000453,0.223144,0.000101,0.000831,0.727707,0.726876,0,1,0,0,0,0,0,0,False
0.000302,1.609438,0.000486,0.080233,0.774683,0.69445,0,1,0,0,0,0,0,0,False
0.000679,1.609438,0.001093,0.025566,0.733112,0.707545,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.589067,0.620245,0.031179,0,1,0,0,0,0,0,0,False
0.000453,1.609438,0.000729,0.099979,0.805446,0.705467,0,1,0,0,0,0,0,0,True
0.000377,1.609438,0.000607,0.21825,0.424444,0.206194,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.001663,0.406153,0.40449,0,4,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.022656,0.361463,0.338807,0,2,0,0,0,0,0,0,False
0.000226,0.916291,0.000207,0.567242,0.953232,0.38599,0,2,0,0,0,0,0,0,False
0.000226,0.916291,0.000207,0.366036,0.922261,0.556225,0,1,0,0,0,0,0,0,False
0.000151,0.510826,0.000077,0.986489,0.990023,0.003534,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.758054,0.769694,0.01164,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.594679,0.595095,0.000416,0,2,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.098316,0.804822,0.706506,0,2,0,0,0,0,0,0,False
0.000151,0.223144,0.000034,0.115361,0.423405,0.308044,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.409686,0.443359,0.033673,0,2,0,0,0,0,0,0,False
0.000377,0.223144,0.000084,0.297028,0.581376,0.284348,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.165662,0.715652,0.54999,0,2,0,0,0,0,0,0,False
0.000226,0.223144,0.000051,0.239867,0.667845,0.427978,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.27936,0.777593,0.498233,0,3,0,0,0,0,0,0,False
0.000151,0.510826,0.000077,0.598836,0.65953,0.060694,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.335481,0.429225,0.093744,0,2,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.220121,0.728954,0.508834,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.557265,0.932031,0.374766,0,3,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.80212,0.953024,0.150904,0,3,0,0,0,0,0,0,False
0.000151,0.510826,0.000077,0.34047,0.52671,0.18624,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.248389,0.457285,0.208896,0,2,0,0,0,0,0,0,False
0.000679,1.609438,0.001093,0.057784,0.913947,0.856163,0,2,0,0,0,0,0,0,False
0.001736,0.510826,0.000887,0.044274,0.96217,0.917896,0,1,0,0,0,0,0,0,True
0.000151,1.609438,0.000243,0.584286,0.958636,0.37435,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.411349,0.551029,0.13968,0,2,0,0,0,0,0,0,False
0.000226,0.916291,0.000207,0.030347,0.787154,0.756807,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.137809,0.301393,0.163583,0,2,0,0,0,0,0,0,False
0.000226,0.916291,0.000207,0.207649,0.674912,0.467263,0,1,0,0,0,0,0,0,False
0.000226,0.223144,0.000051,0.398878,0.500312,0.101434,0,1,0,0,0,0,0,0,False
0.000377,1.609438,0.000607,0.402619,0.907711,0.505092,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.117231,0.712118,0.594887,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.599044,0.600291,0.001247,0,3,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.260029,0.556017,0.295988,0,2,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.035959,0.356267,0.320308,0,1,0,0,0,0,0,0,False
0.000151,0.510826,0.000077,0.064851,0.41322,0.348368,0,1,0,0,0,0,0,0,False
0.000302,0.223144,0.000067,0.255872,0.78175,0.525878,0,1,0,0,0,0,0,0,False
0.000226,0.916291,0.000207,0.417585,0.626273,0.208688,0,1,0,0,0,0,0,0,False
0.000377,0.916291,0.000346,0.138641,0.971731,0.833091,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.170235,0.704843,0.534608,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.248597,0.382249,0.133652,0,3,0,0,0,0,0,0,False
0.000377,0.223144,0.000084,0.036583,0.648514,0.611931,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.30451,0.578882,0.274371,0,2,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.038869,0.973186,0.934317,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.672417,0.672625,0.000208,0,4,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.716483,0.744752,0.028269,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.489503,0.495115,0.005612,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.165454,0.695697,0.530243,0,2,0,0,0,0,0,0,False
0.000226,0.510826,0.000116,0.280191,0.780919,0.500727,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.149033,0.155893,0.006859,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.105176,0.58387,0.478695,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.713781,0.728954,0.015174,0,2,0,0,0,0,0,0,False
0.000679,0.916291,0.000622,0.057992,0.914155,0.856163,0,1,0,0,0,0,0,0,False
0.000226,0.916291,0.000207,0.082935,0.458948,0.376013,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.261276,0.347537,0.086261,0,4,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.845147,0.861983,0.016836,0,1,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.501975,0.616712,0.114737,0,1,0,0,0,0,0,0,False
0.000151,0.510826,0.000077,0.258366,0.681147,0.422781,0,1,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.113282,0.653502,0.54022,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.396799,0.893577,0.496778,0,1,0,0,0,0,0,0,False
0.007621,0.510826,0.003893,0.017876,0.988152,0.970276,1,1,0,0,0,0,0,0,True
0.000302,0.916291,0.000277,0.3201,0.782166,0.462066,0,1,0,0,0,0,0,0,False
0.000453,0.510826,0.000231,0.354188,0.973602,0.619414,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.421326,0.657036,0.23571,0,2,0,0,0,0,0,0,False
0.000604,1.609438,0.000972,0.401788,0.909374,0.507587,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.113906,0.699231,0.585325,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.737684,0.742881,0.005196,0,5,0,0,0,0,0,0,False
0.000453,1.609438,0.000729,0.024111,0.920183,0.896072,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.734982,0.737892,0.00291,0,4,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.721472,0.738932,0.01746,0,4,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.184161,0.879235,0.695074,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.803367,0.93307,0.129703,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.876325,0.876741,0.000416,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.023488,0.853669,0.830181,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.881106,0.951154,0.070048,0,1,0,0,0,0,0,0,False
0.000151,0.510826,0.000077,0.125338,0.237373,0.112035,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.730825,0.746414,0.015589,0,5,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.834754,0.888173,0.053419,0,4,0,0,0,0,0,0,False
0.000755,0.510826,0.000385,0.02328,0.812513,0.789233,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.399293,0.481189,0.081896,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.407608,0.527749,0.120141,0,2,0,0,0,0,0,0,False
0.000226,0.916291,0.000207,0.227603,0.556641,0.329038,0,1,0,0,0,0,0,0,False
0.000151,0.510826,0.000077,0.211806,0.711287,0.49948,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.689046,0.786115,0.097069,0,5,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.258574,0.75556,0.496986,0,2,0,0,0,0,0,0,False
0.000151,0.510826,0.000077,0.059863,0.676575,0.616712,0,3,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.173353,0.872376,0.699023,0,3,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.398046,0.479942,0.081896,0,4,0,0,0,0,0,0,False
0.00083,0.223144,0.000185,0.073581,0.794014,0.720432,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.054043,0.68281,0.628767,0,1,0,0,0,0,0,0,False
0.000302,1.609438,0.000486,0.507379,0.930368,0.422989,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.786947,0.858449,0.071503,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.149241,0.156101,0.006859,0,1,0,0,0,0,0,0,False
0.001132,1.609438,0.001822,0.024111,0.920183,0.896072,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.546456,0.905009,0.358553,0,2,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.783413,0.943047,0.159634,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.159426,0.665974,0.506547,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.00291,0.010185,0.007275,0,1,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.447516,0.653087,0.205571,0,1,0,0,0,0,0,0,False
0.000226,0.916291,0.000207,0.365828,0.71482,0.348992,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.731657,0.743089,0.011432,0,3,0,0,0,0,0,0,False
0.000453,0.510826,0.000231,0.045521,0.789649,0.744128,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.188318,0.879235,0.690917,0,2,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.742257,0.753274,0.011016,0,3,0,0,0,0,0,0,False
0.001434,0.223144,0.00032,0.796508,0.919975,0.123467,0,1,0,0,0,0,0,0,False
0.000226,0.916291,0.000207,0.239659,0.923716,0.684057,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.232384,0.288298,0.055914,0,3,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.31428,0.317398,0.003118,0,3,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.290792,0.737061,0.446269,0,4,0,0,0,0,0,0,False
0.000151,0.510826,0.000077,0.202037,0.847017,0.64498,0,1,0,0,0,0,0,0,False
0.000302,1.609438,0.000486,0.143837,0.595302,0.451465,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.272916,0.771357,0.498441,0,3,0,0,0,0,0,0,False
0.000226,0.510826,0.000116,0.141135,0.995427,0.854292,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.445438,0.797547,0.35211,0,2,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.098316,0.804822,0.706506,0,1,0,0,0,0,0,0,False
0.000679,0.510826,0.000347,0.169819,0.806277,0.636458,0,1,0,0,0,0,0,0,False
0.000151,0.223144,0.000034,0.341925,0.655997,0.314072,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.695282,0.991478,0.296196,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.258574,0.75556,0.496986,0,4,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.100187,0.989191,0.889004,0,1,0,0,0,0,0,0,True
0.000226,0.510826,0.000116,0.019746,0.51985,0.500104,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.734567,0.808772,0.074205,0,3,0,0,0,0,0,0,False
0.000453,1.609438,0.000729,0.717107,0.745583,0.028476,0,1,0,0,0,0,0,0,False
0.000302,1.609438,0.000486,0.263978,0.778009,0.51403,0,1,0,0,0,0,0,0,False
0.000302,0.916291,0.000277,0.001455,0.92143,0.919975,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.30846,0.310746,0.002286,0,3,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.021825,0.297859,0.276034,0,5,0,0,0,0,0,0,False
0.000302,1.609438,0.000486,0.589275,0.969861,0.380586,0,1,0,0,0,0,0,0,False
0.000377,0.916291,0.000346,0.239243,0.47911,0.239867,0,1,0,0,0,0,0,0,False
0.000679,0.510826,0.000347,0.240491,0.953024,0.712534,0,2,0,0,0,0,0,0,False
0.000453,0.223144,0.000101,0.042611,0.853253,0.810642,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.249428,0.45874,0.209312,0,3,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.621908,0.969653,0.347745,0,1,0,0,0,0,0,0,False
0.000302,0.510826,0.000154,0.47724,0.879651,0.402411,1,1,0,0,0,0,0,0,False
0.000302,0.916291,0.000277,0.324465,0.704219,0.379755,0,1,0,0,0,0,0,0,False
0.000679,0.510826,0.000347,0.220744,0.758262,0.537518,0,1,0,0,0,0,0,0,False
0.001132,0.223144,0.000253,0.023904,0.841405,0.817502,0,1,0,0,0,0,0,0,False
0.000226,0.510826,0.000116,0.618582,0.675743,0.057161,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.147786,0.865724,0.717938,0,2,0,0,0,0,0,0,False
0.000377,0.510826,0.000193,0.036167,0.542091,0.505924,0,1,0,0,0,0,0,0,False
0.000302,1.609438,0.000486,0.031802,0.866972,0.835169,0,1,0,0,0,0,0,0,False
0.000226,1.609438,0.000364,0.718354,0.720224,0.001871,0,1,0,0,0,0,0,0,False
0.000377,0.916291,0.000346,0.046352,0.971108,0.924756,0,1,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.052172,0.840574,0.788402,0,1,0,0,0,0,0,0,False
0.000226,0.510826,0.000116,0.3307,0.821451,0.49075,0,1,0,0,0,0,0,0,False
0.000226,0.223144,0.000051,0.272916,0.877988,0.605072,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.563292,0.691956,0.128663,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.260653,0.607358,0.346705,0,2,0,0,0,0,0,0,False
0.000151,0.916291,0.000138,0.111827,0.32592,0.214093,0,1,0,0,0,0,0,0,False
0.000151,1.609438,0.000243,0.806901,0.983579,0.176678,0,3,0,0,0,0,0,0,False
0.000151,0.223144,0.000034,0.173976,0.988776,0.814799,0,1,0,0,0,0,0,0,False
