@relation ClassifierData

@attribute Term_frequency numeric
@attribute IDF numeric
@attribute TFxIDF numeric
@attribute First_occurrence numeric
@attribute Last_occurrence numeric
@attribute Spread numeric
@attribute Domain_keyphraseness numeric
@attribute Length numeric
@attribute Generality numeric
@attribute Node_degree numeric
@attribute Semantic_relatedness numeric
@attribute Wikipedia_keyphraseness numeric
@attribute Inverse_Wikip_frequency numeric
@attribute Total_Wikip_keyphraseness numeric
@attribute Keyphrase? {False,True}

@data
0.000089,0.916291,0.000082,0.395157,0.878441,0.483284,0,1,0,0,0,0,0,0,False
0.000402,0.916291,0.000369,0.209923,0.951565,0.741642,3,1,0,0,0,0,0,0,False
0.001117,1.609438,0.001798,0.176019,0.903249,0.72723,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.517188,0.662729,0.14554,0,2,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.668281,0.672416,0.004135,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.298523,0.46202,0.163497,0,4,0,0,0,0,0,0,False
0.00076,0.510826,0.000388,0.104076,0.989132,0.885056,0,1,0,0,0,0,0,0,False
0.000626,1.609438,0.001007,0,0.999055,0.999055,0,2,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.09049,0.39681,0.30632,0,4,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.922977,0.956409,0.033432,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.946249,0.988305,0.042056,0,2,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.638275,0.639457,0.001181,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.397283,0.940343,0.54306,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.647844,0.650561,0.002717,0,5,0,0,0,0,0,0,False
0.000939,0.223144,0.000209,0.12912,0.99114,0.86202,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.284584,0.359835,0.075251,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.886946,0.889191,0.002245,0,2,0,0,0,0,0,0,False
0.000313,1.609438,0.000504,0.043001,0.446545,0.403544,0,1,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.352274,0.788305,0.436031,0,1,0,0,0,0,0,0,False
0.000268,0.510826,0.000137,0.287419,0.940697,0.653278,0,1,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.855759,0.859421,0.003662,0,1,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.075015,0.086592,0.011577,0,1,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.618783,0.782044,0.16326,0,2,0,0,0,0,0,0,False
0.000223,0.510826,0.000114,0.060012,0.719669,0.659657,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.710927,0.729356,0.018429,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.264501,0.269581,0.00508,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.114353,0.853869,0.739516,0,2,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.102304,0.549911,0.447608,0,2,0,0,0,0,0,0,False
0.000358,0.223144,0.00008,0.165032,0.780508,0.615475,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.562434,0.567986,0.005552,0,4,0,0,0,0,0,0,False
0.000447,0.510826,0.000228,0.01453,0.956172,0.941642,0,1,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.298878,0.472534,0.173656,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.205907,0.206734,0.000827,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.400118,0.938571,0.538452,0,1,0,0,0,0,0,0,False
0.000849,0.223144,0.00019,0.05316,0.93798,0.88482,0,1,0,0,0,0,0,0,False
0.000134,0.916291,0.000123,0.728057,0.840284,0.112227,0,1,0,0,0,0,0,0,False
0.000179,0.916291,0.000164,0.454223,0.991731,0.537507,0,1,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.21075,0.272534,0.061784,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.80886,0.809214,0.000354,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.237448,0.416184,0.178736,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.454105,0.835794,0.381689,0,2,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.618901,0.816302,0.197401,0,2,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.126521,0.16078,0.034259,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.226934,0.362552,0.135617,0,1,0,0,0,0,0,0,False
0.002995,0.510826,0.00153,0.00319,0.97661,0.97342,0,1,0,0,0,0,0,0,True
0.000089,1.609438,0.000144,0.695806,0.7101,0.014294,0,2,0,0,0,0,0,0,False
0.000492,0.223144,0.00011,0.015475,0.991967,0.976491,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.631424,0.730419,0.098996,0,3,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.431542,0.747194,0.315653,0,1,0,0,0,0,0,0,False
0.000447,0.510826,0.000228,0.137626,0.896515,0.75889,0,1,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.946722,0.978854,0.032132,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.078795,0.935263,0.856468,0,1,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.943296,0.965505,0.022209,0,1,0,0,0,0,0,0,False
0.000626,1.609438,0.001007,0,0.999055,0.999055,0,3,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.19622,0.810278,0.614058,0,1,0,0,0,0,0,0,False
0.000179,0.916291,0.000164,0.214649,0.335617,0.120969,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.411813,0.988777,0.576964,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.577673,0.784761,0.207088,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.074897,0.133727,0.05883,0,1,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.043001,0.056822,0.013822,0,2,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.3114,0.903367,0.591967,0,4,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.180981,0.198937,0.017956,0,4,0,0,0,0,0,0,False
0.000536,0.223144,0.00012,0.117779,0.81075,0.692971,0,1,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.30762,0.942233,0.634613,0,1,0,0,0,0,0,0,False
0.000313,1.609438,0.000504,0.365269,0.969994,0.604725,0,1,0,0,0,0,0,0,False
0.000223,0.916291,0.000205,0.068636,0.920851,0.852215,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.129592,0.149911,0.020319,0,1,0,0,0,0,0,0,False
0.000223,1.609438,0.00036,0.642646,0.651742,0.009096,0,4,0,0,0,0,0,0,False
0.000492,1.609438,0.000791,0.001299,0.999409,0.99811,0,5,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.80886,0.809214,0.000354,0,3,0,0,0,0,0,0,False
0.000134,0.223144,0.00003,0.354519,0.444773,0.090254,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.004725,0.010868,0.006143,0,2,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.3114,0.903367,0.591967,0,3,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.393385,0.513408,0.120024,0,2,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.434259,0.606497,0.172239,0,1,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.713408,0.718015,0.004607,0,1,0,0,0,0,0,0,False
0.001028,0.223144,0.000229,0.000118,0.999173,0.999055,0,1,0,0,0,0,0,0,False
0.000313,0.916291,0.000287,0.117307,0.810514,0.693207,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.630242,0.799527,0.169285,0,4,0,0,0,0,0,0,False
0.000223,0.510826,0.000114,0.088836,0.98606,0.897224,0,1,0,0,0,0,0,0,True
0.000223,0.916291,0.000205,0.5772,0.75381,0.17661,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.786297,0.786651,0.000354,0,1,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.030478,0.032959,0.002481,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.794684,0.795393,0.000709,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.681867,0.698051,0.016184,0,3,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.15948,0.507383,0.347903,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.520969,0.549911,0.028943,0,5,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.01453,0.514117,0.499587,0,3,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.51518,0.53101,0.01583,0,2,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.241347,0.720378,0.479031,0,2,0,0,0,0,0,0,False
0.000268,1.609438,0.000432,0.455995,0.795747,0.339752,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.922859,0.956291,0.033432,0,4,0,0,0,0,0,0,False
0.000447,0.510826,0.000228,0.322859,0.892144,0.569285,0,1,0,0,0,0,0,0,False
0.000402,1.609438,0.000647,0.294271,0.414885,0.120614,0,3,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.067572,0.511754,0.444182,0,3,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.703367,0.725103,0.021737,0,1,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.189841,0.193148,0.003308,0,2,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.277259,0.997637,0.720378,0,3,0,0,0,0,0,0,False
0.000447,1.609438,0.000719,0.002953,0.908565,0.905611,0,4,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.051861,0.147312,0.095452,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.816421,0.829652,0.013231,0,5,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.283757,0.859067,0.57531,0,1,0,0,0,0,0,0,False
0.000134,0.916291,0.000123,0.117425,0.574247,0.456822,0,1,0,0,0,0,0,0,False
0.000313,1.609438,0.000504,0.294389,0.415003,0.120614,0,2,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.028352,0.906911,0.878559,0,2,0,0,0,0,0,0,False
0.000134,0.916291,0.000123,0.050679,0.344123,0.293444,0,1,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.073479,0.778382,0.704903,4,1,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.261429,0.477023,0.215594,0,1,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.091081,0.517897,0.426816,0,1,0,0,0,0,0,0,False
0.000134,0.510826,0.000068,0.188187,0.815121,0.626934,0,1,0,0,0,0,0,0,False
0.000849,0.916291,0.000778,0.013231,0.988187,0.974956,0,1,0,0,0,0,0,0,False
0.000089,0.223144,0.00002,0.948848,0.989368,0.04052,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.050561,0.283284,0.232723,0,1,0,0,0,0,0,0,False
0.000402,1.609438,0.000647,0.199882,0.414885,0.215003,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.025281,0.883284,0.858004,0,4,0,0,0,0,0,0,False
0.000492,0.223144,0.00011,0.059894,0.962434,0.90254,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.060602,0.062611,0.002008,0,4,0,0,0,0,0,0,False
0.000268,1.609438,0.000432,0.642646,0.651742,0.009096,0,2,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.957944,0.963969,0.006025,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.168931,0.172002,0.003071,0,3,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.280213,0.664973,0.384761,0,3,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.03733,0.489309,0.451979,0,2,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.538216,0.777318,0.239102,0,2,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.220437,0.296043,0.075605,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.381807,0.58547,0.203662,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.473361,0.517897,0.044536,0,2,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.180272,0.692262,0.511991,0,1,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.890845,0.900295,0.009451,0,1,0,0,0,0,0,0,False
0.00076,0.916291,0.000696,0.04111,0.920496,0.879386,0,1,0,0,0,0,0,0,False
0.000581,0.223144,0.00013,0.001772,0.999882,0.99811,0,1,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.200354,0.405434,0.20508,0,2,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.068636,0.920024,0.851388,0,2,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.896161,0.900295,0.004135,0,2,0,0,0,0,0,0,False
0.000134,0.916291,0.000123,0.94495,0.98795,0.043001,0,1,0,0,0,0,0,0,False
0.00076,0.510826,0.000388,0,0.999055,0.999055,0,1,0,0,0,0,0,0,False
0.000179,0.916291,0.000164,0.068754,0.977673,0.908919,0,1,0,0,0,0,0,0,False
0.000268,1.609438,0.000432,0.465682,0.832132,0.36645,0,4,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.632487,0.647017,0.01453,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.040638,0.531128,0.49049,0,5,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.948966,0.989486,0.04052,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.026462,0.902658,0.876196,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.449262,0.881276,0.432014,0,3,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.261075,0.370821,0.109746,0,3,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.213822,0.383107,0.169285,0,2,0,0,0,0,0,0,False
0.000223,1.609438,0.00036,0.005907,0.01205,0.006143,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.649498,0.650325,0.000827,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.004725,0.010868,0.006143,0,4,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.264619,0.720142,0.455523,0,3,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.063083,0.436621,0.373538,0,3,0,0,0,0,0,0,False
0.000134,0.223144,0.00003,0.949203,0.989722,0.04052,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.633668,0.636149,0.002481,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.173892,0.198228,0.024335,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.655168,0.656232,0.001063,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.114353,0.853869,0.739516,0,1,0,0,0,0,0,0,False
0.002235,0.223144,0.000499,0.019492,0.931364,0.911872,0,1,0,0,0,0,0,0,False
0.000536,1.609438,0.000863,0.636858,0.651979,0.015121,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.310927,0.311045,0.000118,0,5,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.677023,0.842056,0.165032,0,4,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.250916,0.535972,0.285056,0,5,0,0,0,0,0,0,False
0.000492,1.609438,0.000791,0.622209,0.812168,0.189959,0,2,0,0,0,0,0,0,False
0.000089,0.223144,0.00002,0.180981,0.198937,0.017956,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.767513,0.76964,0.002126,0,5,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.764442,0.819492,0.05505,0,1,0,0,0,0,0,0,False
0.000223,1.609438,0.00036,0.03036,0.900177,0.869817,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.794684,0.795393,0.000709,0,1,0,0,0,0,0,0,False
0.000492,1.609438,0.000791,0.240165,0.720142,0.479976,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.561016,0.82658,0.265564,0,3,0,0,0,0,0,0,False
0.000447,1.609438,0.000719,0.067572,0.954991,0.887419,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.638512,0.639575,0.001063,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.638393,0.639457,0.001063,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.063674,0.424572,0.360898,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.662138,0.813113,0.150975,0,3,0,0,0,0,0,0,False
0.000179,0.510826,0.000091,0.345186,0.799882,0.454696,0,1,0,0,0,0,0,0,False
0.003889,0.510826,0.001986,0.017484,0.97153,0.954046,1,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.298523,0.46202,0.163497,0,4,0,0,0,0,0,0,False
0.000536,0.916291,0.000491,0.583343,0.859657,0.276314,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.649498,0.650325,0.000827,0,2,0,0,0,0,0,0,False
0.000134,0.916291,0.000123,0.912817,0.913054,0.000236,0,2,0,0,0,0,0,0,False
0.000536,0.223144,0.00012,0.105848,0.941878,0.836031,0,1,0,0,0,0,0,0,False
0.000223,0.916291,0.000205,0.677023,0.84241,0.165387,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.222682,0.227998,0.005316,0,4,0,0,0,0,0,0,False
0.000268,0.916291,0.000246,0.681867,0.85446,0.172593,0,1,0,0,0,0,0,0,False
0.00143,0.916291,0.001311,0.102304,0.918252,0.815948,0,1,0,0,0,0,0,0,False
0.000134,0.510826,0.000068,0.118015,0.876078,0.758063,0,1,0,0,0,0,0,0,False
0.000134,0.510826,0.000068,0.71707,0.724867,0.007797,0,1,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.862847,0.885529,0.022682,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.414649,0.837212,0.422563,0,3,0,0,0,0,0,0,False
0.000626,0.916291,0.000573,0.070998,0.81583,0.744832,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.398346,0.989959,0.591613,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.647962,0.650679,0.002717,0,2,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.421264,0.569285,0.148021,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.949084,0.989604,0.04052,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.467454,0.731128,0.263674,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.946249,0.988305,0.042056,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.004725,0.010868,0.006143,0,1,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.538334,0.777437,0.239102,0,4,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.522268,0.867809,0.34554,0,3,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.29238,0.455877,0.163497,0,1,0,0,0,0,0,0,False
0.000447,0.916291,0.00041,0.070526,0.956291,0.885765,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.555346,0.932073,0.376728,0,1,0,0,0,0,0,0,False
0.000268,1.609438,0.000432,0.11648,0.600354,0.483875,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.632841,0.634613,0.001772,0,1,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.582989,0.810632,0.227643,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.559835,0.72593,0.166096,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.632605,0.647135,0.01453,0,1,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.124276,0.90632,0.782044,0,1,0,0,0,0,0,0,False
0.000089,0.510826,0.000046,0.347785,0.829061,0.481276,0,2,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.61205,0.623745,0.011695,0,4,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.127702,0.904784,0.777082,0,1,0,0,0,0,0,0,False
0.00143,0.223144,0.000319,0.111045,0.904548,0.793503,0,1,0,0,0,0,0,0,False
0.000268,0.510826,0.000137,0.162434,0.626698,0.464265,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.884584,0.891553,0.00697,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.216184,0.385115,0.168931,0,1,0,0,0,0,0,0,False
0.000223,0.223144,0.00005,0.082457,0.512817,0.43036,0,1,0,0,0,0,0,0,False
0.000223,1.609438,0.00036,0.365269,0.793385,0.428116,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.42977,0.473833,0.044064,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.948848,0.989368,0.04052,0,3,0,0,0,0,0,0,False
0.000268,1.609438,0.000432,0.412168,0.897224,0.485056,0,1,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.311282,0.903249,0.591967,0,5,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.102658,0.579209,0.476551,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.483875,0.495688,0.011813,0,4,0,0,0,0,0,0,False
0.001028,0.223144,0.000229,0.04619,0.892735,0.846545,0,1,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.551211,0.553692,0.002481,0,2,0,0,0,0,0,0,False
0.000358,1.609438,0.000576,0.112345,0.600473,0.488128,0,2,0,0,0,0,0,0,False
0.000849,0.223144,0.00019,0.058476,0.98925,0.930774,1,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.632841,0.634613,0.001772,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.431778,0.457177,0.025399,0,2,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.311282,0.903249,0.591967,0,3,0,0,0,0,0,0,False
0.000402,1.609438,0.000647,0.015003,0.784643,0.76964,0,2,0,0,0,0,0,0,False
0.000089,0.223144,0.00002,0.012877,0.882221,0.869344,0,1,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.04938,0.845009,0.795629,0,4,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.979445,0.994093,0.014649,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.647726,0.650443,0.002717,0,4,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.396102,0.457295,0.061193,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.328057,0.953574,0.625517,0,1,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.181926,0.3101,0.128175,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.660839,0.811577,0.150738,0,4,0,0,0,0,0,0,False
0.000894,0.510826,0.000457,0.013349,0.988305,0.974956,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.979917,0.996692,0.016775,0,1,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.21205,0.422563,0.210514,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.433432,0.549557,0.116125,0,4,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.267572,0.270171,0.002599,0,1,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.27785,0.910691,0.632841,0,4,0,0,0,0,0,0,False
0.000715,0.916291,0.000655,0.029533,0.727112,0.697578,0,1,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.087655,0.852806,0.765151,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.211577,0.413231,0.201654,0,2,0,0,0,0,0,0,False
0.000536,0.510826,0.000274,0.053278,0.832132,0.778854,0,1,0,0,0,0,0,0,False
0.000089,0.916291,0.000082,0.660484,0.811223,0.150738,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.019019,0.094743,0.075724,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.630597,0.799882,0.169285,0,5,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.007679,0.008978,0.001299,0,1,0,0,0,0,0,0,False
0.000089,0.223144,0.00002,0.038157,0.09238,0.054223,0,1,0,0,0,0,0,0,False
0.000223,0.223144,0.00005,0.119787,0.678204,0.558417,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.938334,0.942823,0.004489,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.437212,0.677496,0.240284,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.649144,0.64997,0.000827,0,5,0,0,0,0,0,0,False
0.000179,1.609438,0.000288,0.124985,0.144241,0.019256,0,3,0,0,0,0,0,0,False
0.000581,0.916291,0.000532,0.021028,0.986415,0.965387,0,1,0,0,0,0,0,0,False
0.000179,0.916291,0.000164,0.06332,0.55759,0.494271,0,1,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.652451,0.807679,0.155227,0,1,0,0,0,0,0,0,False
0.000179,0.510826,0.000091,0.223627,0.376964,0.153337,0,1,0,0,0,0,0,0,False
0.000179,0.510826,0.000091,0.056586,0.574365,0.517779,0,1,0,0,0,0,0,0,False
0.002458,1.609438,0.003957,0.022091,0.988895,0.966804,0,1,0,0,0,0,0,0,False
0.000134,0.916291,0.000123,0.124749,0.758299,0.63355,0,1,0,0,0,0,0,0,False
0.00076,1.609438,0.001223,0.080449,0.901713,0.821264,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.20319,0.20378,0.000591,0,1,0,0,0,0,0,0,False
0.000492,1.609438,0.000791,0.001299,0.999409,0.99811,0,3,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.072416,0.910927,0.838512,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.019019,0.094743,0.075724,0,5,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.66202,0.812995,0.150975,0,5,0,0,0,0,0,0,False
0.000223,0.916291,0.000205,0.131364,0.194448,0.063083,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.35192,0.352274,0.000354,0,5,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.291317,0.383698,0.09238,0,2,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.192558,0.831069,0.638512,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.406025,0.546013,0.139988,0,4,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.466391,0.4899,0.023509,0,1,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.045127,0.8886,0.843473,0,4,0,0,0,0,0,0,False
0.000268,0.510826,0.000137,0.09049,0.719315,0.628825,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.542942,0.605198,0.062256,0,2,0,0,0,0,0,0,False
0.000134,1.609438,0.000216,0.638157,0.641347,0.00319,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.276551,0.277023,0.000473,0,4,0,0,0,0,0,0,False
0.000223,1.609438,0.00036,0.128057,0.937744,0.809687,0,1,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.327702,0.973774,0.646072,0,1,0,0,0,0,0,0,False
0.000268,1.609438,0.000432,0.399764,0.731601,0.331837,0,2,0,0,0,0,0,0,False
0.000089,1.609438,0.000144,0.640165,0.655759,0.015594,0,1,0,0,0,0,0,0,False
0.000402,1.609438,0.000647,0.018193,0.981335,0.963142,0,1,0,0,0,0,0,0,False
